customer_id,purchase_date,amount
CUST0092,2024-05-18,160.86
CUST0423,2024-08-19,86.3
CUST0011,2024-12-30,266.42
CUST0777,2024-10-22,178.5
CUST0481,2024-04-01,14.08
CUST0945,2024-04-23,474.01
CUST0489,2024-07-30,14.47
CUST0441,2024-08-03,302.53
CUST0816,2024-12-27,278.62
CUST0194,2024-06-03,442.26
CUST0448,2024-06-11,132.45
CUST0733,2024-02-04,200.96
CUST0388,2024-09-09,138.86
CUST0433,2024-02-14,127.39
CUST0783,2024-02-21,405.71
CUST0702,2024-08-13,149.49
CUST0761,2024-04-02,406.32
CUST0423,2024-09-25,428.21
CUST0187,2024-10-22,151.9
CUST0653,2024-05-11,312.69
CUST0279,2024-01-07,315.15
CUST0193,2024-07-19,19.5
CUST0051,2024-04-01,20.84
CUST0996,2024-11-08,148.24
CUST0129,2024-05-20,366.28
CUST0239,2024-11-14,83.84
CUST0506,2024-09-10,177.54
CUST0320,2024-04-19,499.0
CUST0475,2024-01-09,397.8
CUST0339,2024-11-19,423.34
CUST0975,2024-10-17,37.46
CUST0795,2024-06-13,44.98
CUST0482,2024-09-29,104.17
CUST0862,2024-08-24,410.45
CUST0849,2024-12-24,69.76
CUST0787,2024-08-25,198.55
CUST0999,2024-05-18,131.11
CUST0035,2024-09-20,235.81
CUST0790,2024-11-12,265.36
CUST0214,2024-05-02,200.67
CUST0985,2024-07-24,468.75
CUST0163,2024-02-12,366.84
CUST0763,2024-03-24,265.25
CUST0260,2024-04-28,322.87
CUST0204,2024-06-29,444.88
CUST0885,2024-01-24,116.72
CUST0116,2024-09-01,320.13
CUST0333,2024-12-23,92.01
CUST0283,2024-03-06,68.63
CUST0809,2024-08-28,14.38
CUST0044,2024-03-08,393.9
CUST0487,2024-01-13,302.14
CUST0381,2024-11-15,131.87
CUST0512,2024-11-14,346.11
CUST0347,2024-02-14,39.43
CUST0365,2024-02-04,85.42
CUST0550,2024-11-06,71.66
CUST0239,2024-07-21,491.02
CUST0808,2024-02-04,380.78
CUST0825,2024-05-20,369.26
CUST0022,2024-01-13,195.11
CUST0742,2024-10-23,132.84
CUST0041,2024-04-26,356.25
CUST0573,2024-08-02,275.94
CUST0502,2024-09-24,287.68
CUST0557,2024-07-05,168.6
CUST0480,2024-08-12,435.15
CUST0614,2024-03-22,88.57
CUST0544,2024-10-12,230.2
CUST0840,2024-08-18,275.39
CUST0465,2024-12-30,390.2
CUST0519,2024-06-19,369.49
CUST0905,2024-12-21,313.67
CUST0373,2024-02-17,127.01
CUST0739,2024-11-28,332.56
CUST0552,2024-06-15,103.04
CUST0700,2024-04-20,385.21
CUST0158,2024-02-21,148.73
CUST0420,2024-02-06,167.79
CUST0099,2024-04-07,332.86
CUST0045,2024-10-25,97.53
CUST0033,2024-09-18,62.46
CUST0197,2024-11-10,25.59
CUST0658,2024-06-15,332.38
CUST0539,2024-02-15,353.64
CUST0263,2024-12-05,189.51
CUST0621,2024-11-24,16.41
CUST0944,2024-09-15,331.32
CUST0951,2024-11-20,239.35
CUST0655,2024-11-29,186.85
CUST0762,2024-06-01,412.79
CUST0814,2024-01-03,38.57
CUST0632,2024-08-16,269.22
CUST0752,2024-11-24,418.88
CUST0080,2024-09-11,480.69
CUST0100,2024-11-09,365.33
CUST0545,2024-06-16,102.84
CUST0539,2024-01-29,131.89
CUST0641,2024-09-30,283.63
CUST0572,2024-06-01,375.59
CUST0785,2024-02-08,292.52
CUST0691,2024-05-10,354.25
CUST0438,2024-11-07,91.74
CUST0185,2024-03-24,206.76
CUST0346,2024-01-29,87.51
CUST0615,2024-05-18,467.42
CUST0925,2024-07-22,279.54
CUST0333,2024-06-23,212.05
CUST0649,2024-05-24,414.82
CUST0332,2024-02-23,127.95
CUST0559,2024-09-12,193.78
CUST0564,2024-08-22,186.4
CUST0464,2024-05-15,480.31
CUST0001,2024-12-13,491.65
CUST0611,2024-12-22,263.63
CUST0912,2024-07-29,13.22
CUST0228,2024-09-12,429.3
CUST0023,2024-01-12,412.95
CUST0942,2024-03-22,260.52
CUST0585,2024-03-13,85.81
CUST0039,2024-05-09,184.27
CUST0142,2024-08-17,189.87
CUST0597,2024-08-25,124.17
CUST0831,2024-07-30,55.03
CUST0410,2024-03-14,459.76
CUST0752,2024-11-21,364.55
CUST0812,2024-04-27,94.72
CUST0846,2024-01-12,354.4
CUST0840,2024-11-12,301.66
CUST0308,2024-12-11,368.09
CUST0591,2024-06-18,48.45
CUST0058,2024-07-12,180.49
CUST0837,2024-05-22,214.1
CUST0889,2024-10-30,436.2
CUST0233,2024-01-31,426.24
CUST0951,2024-12-25,320.6
CUST0648,2024-06-18,36.52
CUST0537,2024-12-09,166.47
CUST0579,2024-10-15,170.15
CUST0715,2024-09-08,85.07
CUST0690,2024-06-12,485.81
CUST0771,2024-03-01,291.87
CUST0093,2024-09-08,221.65
CUST0806,2024-06-12,82.53
CUST0345,2024-11-18,243.17
CUST0764,2024-12-05,278.59
CUST0269,2024-11-17,205.28
CUST0445,2024-01-08,73.88
CUST0139,2024-04-28,284.06
CUST0500,2024-06-11,329.6
CUST0201,2024-03-18,311.84
CUST0754,2024-04-06,130.66
CUST0074,2024-08-16,390.62
CUST0332,2024-01-15,462.83
CUST0092,2024-11-03,339.16
CUST0434,2024-06-26,180.67
CUST0329,2024-07-07,301.0
CUST0025,2024-07-27,92.94
CUST0359,2024-02-19,412.58
CUST0823,2024-05-18,315.36
CUST0452,2024-12-08,462.86
CUST0240,2024-09-19,345.83
CUST0160,2024-11-17,65.06
CUST0056,2024-08-28,474.98
CUST0949,2024-10-16,435.69
CUST0840,2024-08-05,16.73
CUST0711,2024-11-04,159.51
CUST0483,2024-12-19,172.62
CUST0758,2024-03-30,113.82
CUST0560,2024-04-07,377.67
CUST0562,2024-04-27,315.29
CUST0145,2024-01-10,352.39
CUST0019,2024-06-21,295.67
CUST0680,2024-04-05,31.31
CUST0175,2024-11-30,149.17
CUST0809,2024-01-09,312.8
CUST0055,2024-05-06,330.83
CUST0009,2024-11-26,200.44
CUST0278,2024-01-26,427.52
CUST0676,2024-06-29,433.5
CUST0020,2024-08-03,435.03
CUST0665,2024-06-16,123.27
CUST0390,2024-04-14,488.54
CUST0102,2024-07-22,247.48
CUST0612,2024-04-02,53.13
CUST0204,2024-04-18,483.73
CUST0575,2024-01-01,20.53
CUST0254,2024-04-03,159.41
CUST0502,2024-06-12,374.75
CUST0019,2024-07-06,345.31
CUST0364,2024-02-14,158.14
CUST0514,2024-08-11,407.83
CUST0641,2024-08-21,440.55
CUST0912,2024-12-15,472.63
CUST0972,2024-08-09,120.54
CUST0350,2024-06-12,331.9
CUST0090,2024-06-18,265.15
CUST0695,2024-02-21,437.62
CUST0703,2024-09-05,214.49
CUST0587,2024-10-13,218.97
CUST0320,2024-02-25,171.35
CUST0556,2024-10-24,111.31
CUST0142,2024-03-08,275.26
CUST0820,2024-09-18,432.67
CUST0317,2024-01-13,355.52
CUST0537,2024-10-22,220.73
CUST0931,2024-10-17,331.55
CUST0579,2024-10-11,165.57
CUST0571,2024-04-02,474.81
CUST0122,2024-09-27,165.62
CUST0901,2024-10-17,366.27
CUST0784,2024-07-20,441.26
CUST0424,2024-06-03,158.64
CUST0764,2024-02-08,467.29
CUST0281,2024-10-14,391.76
CUST0110,2024-10-24,100.53
CUST0781,2024-02-21,312.3
CUST0621,2024-03-15,310.06
CUST0611,2024-09-03,123.15
CUST0027,2024-06-30,48.94
CUST0799,2024-04-30,75.7
CUST0867,2024-02-25,239.69
CUST0666,2024-06-22,100.15
CUST0397,2024-04-23,242.18
CUST0168,2024-09-23,120.87
CUST0419,2024-12-23,463.46
CUST0974,2024-06-02,119.05
CUST0688,2024-09-18,381.31
CUST0068,2024-10-01,464.28
CUST0450,2024-02-19,250.07
CUST0333,2024-05-10,444.92
CUST0438,2024-06-06,390.35
CUST0623,2024-06-19,362.9
CUST0404,2024-02-21,470.18
CUST0586,2024-03-01,272.72
CUST0657,2024-01-05,395.59
CUST0534,2024-11-05,231.29
CUST0847,2024-12-09,440.11
CUST0252,2024-04-09,273.56
CUST0753,2024-12-10,283.27
CUST0529,2024-02-12,481.67
CUST0195,2024-08-03,225.38
CUST0906,2024-07-28,389.1
CUST0293,2024-05-08,91.58
CUST0302,2024-02-21,460.33
CUST0707,2024-04-10,452.8
CUST0475,2024-02-04,231.33
CUST0740,2024-04-18,65.45
CUST0798,2024-03-06,469.54
CUST0713,2024-03-26,76.3
CUST0424,2024-07-18,230.93
CUST0184,2024-05-12,299.25
CUST0730,2024-09-18,442.45
CUST0093,2024-08-24,168.8
CUST0665,2024-01-01,400.28
CUST0736,2024-10-28,54.68
CUST0724,2024-05-14,320.7
CUST0088,2024-04-06,356.57
CUST0745,2024-04-13,309.92
CUST0164,2024-06-20,279.67
CUST0045,2024-10-04,457.0
CUST0580,2024-01-28,432.71
CUST0167,2024-10-17,97.64
CUST0730,2024-12-04,215.6
CUST0317,2024-05-16,151.5
CUST0186,2024-10-31,450.29
CUST0984,2024-09-18,11.73
CUST0784,2024-08-23,15.98
CUST0510,2024-04-19,276.32
CUST0006,2024-02-23,442.52
CUST0244,2024-09-10,298.54
CUST0488,2024-05-12,210.97
CUST0082,2024-02-27,304.05
CUST0251,2024-03-25,146.28
CUST0644,2024-03-20,411.86
CUST0213,2024-12-05,100.57
CUST0057,2024-01-31,181.02
CUST0149,2024-12-14,336.83
CUST0859,2024-02-26,156.24
CUST0943,2024-11-16,34.03
CUST0427,2024-09-30,89.05
CUST0292,2024-02-22,333.85
CUST0717,2024-03-01,290.42
CUST0576,2024-10-01,483.48
CUST0768,2024-03-09,186.49
CUST0037,2024-11-13,386.57
CUST0331,2024-06-25,449.79
CUST0840,2024-11-26,381.64
CUST0864,2024-03-24,41.81
CUST0483,2024-10-23,69.79
CUST0881,2024-08-12,171.31
CUST0424,2024-04-06,112.82
CUST0215,2024-02-21,38.51
CUST0586,2024-02-12,269.18
CUST0090,2024-04-27,364.8
CUST0620,2024-01-04,150.72
CUST0624,2024-07-21,137.23
CUST0589,2024-02-15,183.39
CUST0133,2024-02-20,285.69
CUST0533,2024-02-11,253.89
CUST0828,2024-09-29,443.0
CUST0239,2024-01-03,152.34
CUST0199,2024-12-30,67.92
CUST0477,2024-02-14,400.4
CUST0756,2024-09-15,401.79
CUST0425,2024-06-02,32.29
CUST0359,2024-03-19,404.96
CUST0218,2024-12-25,323.9
CUST0707,2024-08-08,134.66
CUST0070,2024-07-26,157.14
CUST0564,2024-07-18,385.85
CUST0117,2024-01-14,173.31
CUST0406,2024-03-14,311.84
CUST0030,2024-10-02,105.07
CUST0854,2024-07-10,461.92
CUST0491,2024-05-02,400.65
CUST0662,2024-10-22,245.93
CUST0643,2024-05-09,447.11
CUST0550,2024-07-12,236.61
CUST0834,2024-06-02,464.62
CUST0058,2024-04-08,156.68
CUST0743,2024-01-18,164.6
CUST0549,2024-12-21,112.05
CUST0702,2024-07-14,401.77
CUST0910,2024-07-02,42.44
CUST0153,2024-08-09,421.96
CUST0348,2024-06-21,316.99
CUST0863,2024-10-07,289.78
CUST0399,2024-09-26,301.64
CUST0886,2024-07-26,355.58
CUST0323,2024-01-02,25.5
CUST0424,2024-11-16,253.56
CUST0244,2024-06-23,231.43
CUST0974,2024-07-29,115.91
CUST0310,2024-10-02,64.99
CUST0804,2024-12-11,391.12
CUST0936,2024-11-13,227.45
CUST0026,2024-04-27,453.43
CUST0158,2024-09-24,176.66
CUST0496,2024-04-06,162.08
CUST0336,2024-10-18,387.05
CUST0101,2024-04-10,341.59
CUST0136,2024-09-16,365.04
CUST0471,2024-06-15,359.7
CUST0535,2024-11-01,12.01
CUST0955,2024-12-08,346.66
CUST0609,2024-11-16,173.31
CUST0911,2024-12-07,60.52
CUST0785,2024-01-28,375.32
CUST0024,2024-03-10,381.66
CUST0655,2024-09-14,167.23
CUST0198,2024-08-06,145.56
CUST0327,2024-05-19,338.85
CUST0280,2024-10-15,87.17
CUST0118,2024-12-23,479.57
CUST0574,2024-04-11,60.16
CUST0556,2024-07-04,279.19
CUST0278,2024-10-19,472.21
CUST0824,2024-08-07,291.3
CUST0176,2024-11-24,162.58
CUST0914,2024-07-10,274.88
CUST0052,2024-10-25,24.21
CUST0925,2024-01-20,34.72
CUST0393,2024-12-03,52.2
CUST0402,2024-09-30,355.29
CUST0913,2024-03-02,318.44
CUST0707,2024-01-07,228.46
CUST0365,2024-07-24,172.84
CUST0203,2024-01-22,406.56
CUST0081,2024-05-06,288.22
CUST0096,2024-01-08,239.46
CUST0467,2024-07-25,345.39
CUST0728,2024-05-06,240.57
CUST0971,2024-09-07,80.42
CUST0918,2024-02-19,136.45
CUST0373,2024-06-13,99.84
CUST0940,2024-01-25,171.86
CUST0882,2024-07-17,232.11
CUST0031,2024-11-27,242.91
CUST0360,2024-04-29,236.01
CUST0175,2024-08-08,386.29
CUST0619,2024-03-11,72.42
CUST0106,2024-06-06,410.6
CUST0816,2024-11-06,169.68
CUST0666,2024-11-24,398.29
CUST0546,2024-05-08,206.4
CUST0424,2024-08-30,314.23
CUST0562,2024-10-10,487.21
CUST0394,2024-11-27,176.95
CUST0834,2024-01-10,299.58
CUST0804,2024-05-22,287.93
CUST0351,2024-03-27,350.13
CUST0178,2024-01-26,338.11
CUST0758,2024-01-01,291.35
CUST0499,2024-11-02,300.16
CUST0475,2024-07-17,281.99
CUST0842,2024-05-17,96.33
CUST0979,2024-06-06,44.11
CUST0112,2024-01-15,408.89
CUST0790,2024-06-19,170.43
CUST0661,2024-01-27,40.13
CUST0223,2024-10-20,444.76
CUST0925,2024-02-09,406.82
CUST0776,2024-10-16,333.83
CUST0464,2024-04-02,152.84
CUST0631,2024-03-10,229.11
CUST0211,2024-01-17,439.94
CUST0307,2024-03-14,399.23
CUST0696,2024-07-28,460.07
CUST0960,2024-05-22,361.72
CUST0938,2024-07-07,495.24
CUST0597,2024-12-26,309.63
CUST0523,2024-06-07,425.34
CUST0873,2024-08-02,40.58
CUST0923,2024-03-24,484.27
CUST0001,2024-01-05,284.41
CUST0368,2024-11-04,432.01
CUST0887,2024-12-15,125.27
CUST0720,2024-03-03,203.19
CUST0326,2024-01-01,197.57
CUST0391,2024-05-22,277.11
CUST0679,2024-10-03,242.69
CUST0193,2024-03-21,198.45
CUST0947,2024-06-29,421.58
CUST0158,2024-08-05,498.75
CUST0687,2024-10-27,75.8
CUST0074,2024-02-03,17.7
CUST0739,2024-04-25,332.38
CUST0999,2024-10-22,51.49
CUST0658,2024-06-01,431.47
CUST0916,2024-01-09,306.17
CUST0436,2024-02-15,98.1
CUST0522,2024-05-27,280.5
CUST0461,2024-06-17,184.1
CUST0191,2024-05-27,306.24
CUST0592,2024-04-19,424.93
CUST0243,2024-01-01,255.85
CUST0421,2024-03-26,292.41
CUST0035,2024-12-11,288.39
CUST0722,2024-06-25,65.45
CUST0494,2024-01-12,49.23
CUST0748,2024-04-05,491.95
CUST0769,2024-08-09,237.82
CUST0081,2024-04-07,446.06
CUST0091,2024-08-27,241.5
CUST0760,2024-01-26,480.6
CUST0080,2024-01-15,320.51
CUST0818,2024-03-09,163.12
CUST0055,2024-07-08,272.17
CUST0012,2024-05-04,232.48
CUST0928,2024-05-04,291.24
CUST0340,2024-05-29,182.93
CUST0818,2024-08-02,151.71
CUST0037,2024-01-10,462.2
CUST0768,2024-07-28,366.22
CUST0578,2024-08-19,40.09
CUST0485,2024-03-09,92.85
CUST0053,2024-01-29,495.28
CUST0829,2024-02-15,23.38
CUST0497,2024-11-18,72.14
CUST0079,2024-08-10,133.5
CUST0631,2024-08-09,144.86
CUST0264,2024-12-23,373.3
CUST0619,2024-10-02,455.96
CUST0757,2024-10-14,332.99
CUST0379,2024-10-02,138.01
CUST0718,2024-09-01,247.61
CUST0819,2024-04-04,432.39
CUST0352,2024-11-17,484.0
CUST0610,2024-10-13,420.43
CUST0771,2024-06-02,387.48
CUST0244,2024-01-27,225.69
CUST0653,2024-10-06,113.32
CUST0752,2024-07-07,36.62
CUST0271,2024-11-01,35.74
CUST0476,2024-06-09,243.35
CUST0488,2024-04-02,124.49
CUST0700,2024-01-04,201.13
CUST0269,2024-10-17,269.92
CUST0446,2024-12-24,151.51
CUST0817,2024-05-15,197.18
CUST0324,2024-04-03,344.61
CUST0043,2024-11-11,459.68
CUST0653,2024-07-02,478.53
CUST0443,2024-02-22,459.84
CUST0879,2024-08-13,174.13
CUST0274,2024-11-10,135.12
CUST0599,2024-06-13,235.94
CUST0692,2024-08-29,369.81
CUST0603,2024-09-22,264.78
CUST0694,2024-01-12,496.68
CUST0321,2024-03-25,15.18
CUST0009,2024-11-26,15.86
CUST0101,2024-04-06,60.91
CUST0457,2024-07-04,117.51
CUST0291,2024-08-24,104.61
CUST0025,2024-02-17,55.05
CUST0962,2024-03-01,331.74
CUST0856,2024-09-10,475.74
CUST0654,2024-10-29,356.96
CUST0123,2024-11-16,429.66
CUST0134,2024-06-21,331.63
CUST0922,2024-02-03,287.37
CUST0991,2024-09-27,449.04
CUST0713,2024-09-27,134.13
CUST0479,2024-01-27,468.73
CUST0655,2024-05-12,462.12
CUST0284,2024-05-26,349.19
CUST0684,2024-07-18,136.09
CUST0800,2024-11-23,145.87
CUST0064,2024-06-18,200.41
CUST0062,2024-08-20,478.25
CUST0272,2024-09-30,225.88
CUST0504,2024-09-19,309.05
CUST0183,2024-02-04,251.11
CUST0148,2024-03-29,386.67
CUST0224,2024-02-20,325.24
CUST0935,2024-05-18,360.55
CUST0106,2024-12-13,45.73
CUST0586,2024-08-24,390.85
CUST0020,2024-04-20,82.94
CUST0656,2024-12-30,467.12
CUST0681,2024-06-14,140.55
CUST0717,2024-07-15,453.26
CUST0589,2024-12-29,262.54
CUST0963,2024-04-23,244.29
CUST0414,2024-11-25,274.66
CUST0004,2024-06-17,477.54
CUST0838,2024-04-28,69.39
CUST0549,2024-06-30,173.39
CUST0311,2024-06-08,37.05
CUST0982,2024-02-03,54.43
CUST0548,2024-07-09,49.42
CUST0471,2024-08-04,327.42
CUST0181,2024-03-22,29.27
CUST0394,2024-01-27,103.59
CUST0713,2024-06-14,449.27
CUST0646,2024-01-13,186.04
CUST0087,2024-02-11,224.61
CUST0195,2024-10-20,27.49
CUST0026,2024-03-02,126.86
CUST0399,2024-11-28,398.44
CUST0659,2024-07-26,254.85
CUST0989,2024-05-14,483.62
CUST0017,2024-12-12,176.25
CUST0346,2024-12-09,208.7
CUST0217,2024-01-31,336.99
CUST0470,2024-01-18,436.4
CUST0550,2024-10-15,373.12
CUST0239,2024-11-24,28.07
CUST0145,2024-04-24,330.38
CUST0483,2024-02-18,32.44
CUST0719,2024-02-02,73.96
CUST0177,2024-02-11,34.48
CUST0315,2024-11-11,233.53
CUST0175,2024-03-03,41.34
CUST0838,2024-11-06,65.95
CUST0610,2024-02-19,118.08
CUST0824,2024-09-18,218.84
CUST0831,2024-01-18,206.98
CUST0124,2024-01-15,292.22
CUST0141,2024-07-19,419.85
CUST0813,2024-09-12,384.47
CUST0608,2024-10-03,174.4
CUST0124,2024-08-12,79.21
CUST0426,2024-10-05,351.18
CUST0567,2024-10-07,224.94
CUST0948,2024-03-08,29.94
CUST0103,2024-02-11,310.1
CUST0797,2024-10-11,17.66
CUST0499,2024-11-19,13.11
CUST0184,2024-11-15,356.3
CUST0608,2024-08-07,213.95
CUST0827,2024-05-01,349.26
CUST0212,2024-10-18,323.51
CUST0536,2024-05-14,211.9
CUST0961,2024-10-02,309.16
CUST0039,2024-02-29,98.2
CUST0512,2024-02-21,475.65
CUST0643,2024-07-29,180.45
CUST0005,2024-03-20,125.46
CUST0121,2024-04-03,488.63
CUST0634,2024-06-28,432.74
CUST0553,2024-04-15,117.45
CUST0789,2024-02-14,333.07
CUST0284,2024-12-03,104.92
CUST0816,2024-10-15,345.77
CUST0992,2024-05-02,253.78
CUST0164,2024-01-22,462.11
CUST0056,2024-02-04,188.45
CUST0215,2024-05-22,133.18
CUST0632,2024-05-12,31.23
CUST0759,2024-12-04,463.18
CUST0181,2024-10-11,394.89
CUST0497,2024-04-11,66.87
CUST0917,2024-09-01,363.49
CUST0607,2024-03-09,169.73
CUST0204,2024-01-19,450.2
CUST0236,2024-11-04,169.8
CUST0101,2024-08-31,371.5
CUST0891,2024-09-19,194.01
CUST0226,2024-11-23,240.79
CUST0497,2024-12-03,446.34
CUST0149,2024-09-11,464.66
CUST0466,2024-09-30,199.79
CUST0140,2024-05-10,362.71
CUST0648,2024-06-30,488.02
CUST0208,2024-07-12,72.33
CUST0709,2024-03-14,39.23
CUST0140,2024-11-04,427.31
CUST0470,2024-05-30,93.89
CUST0352,2024-09-09,444.34
CUST0619,2024-10-11,396.88
CUST0654,2024-02-21,453.73
CUST0592,2024-03-22,428.95
CUST0089,2024-06-03,429.92
CUST0501,2024-09-11,299.87
CUST0858,2024-05-08,146.79
CUST0748,2024-05-25,370.73
CUST0253,2024-08-26,170.38
CUST0594,2024-09-08,446.99
CUST0606,2024-10-15,457.74
CUST0920,2024-12-28,214.71
CUST0046,2024-12-10,495.72
CUST0752,2024-04-16,26.47
CUST0544,2024-06-12,244.84
CUST0818,2024-01-09,412.43
CUST0464,2024-04-21,127.85
CUST0572,2024-12-24,349.65
CUST0417,2024-09-10,75.03
CUST0303,2024-08-30,327.34
CUST0093,2024-12-22,245.09
CUST0313,2024-10-09,354.62
CUST0879,2024-03-13,376.17
CUST0025,2024-05-12,237.24
CUST0142,2024-01-05,208.63
CUST0809,2024-06-24,317.14
CUST0721,2024-02-10,10.67
CUST0643,2024-11-24,198.59
CUST0708,2024-07-13,270.15
CUST0304,2024-05-26,378.92
CUST0715,2024-02-21,275.79
CUST0814,2024-09-15,395.97
CUST0083,2024-02-17,441.62
CUST0754,2024-12-02,262.22
CUST0932,2024-01-20,188.36
CUST0053,2024-11-04,197.65
CUST0477,2024-02-18,30.03
CUST0376,2024-10-02,327.6
CUST0722,2024-11-26,284.77
CUST0793,2024-09-17,77.82
CUST0343,2024-08-30,274.42
CUST0665,2024-04-30,371.32
CUST0771,2024-03-08,436.85
CUST0720,2024-09-14,379.06
CUST0780,2024-09-06,167.03
CUST0920,2024-08-16,256.75
CUST0434,2024-08-11,36.69
CUST0382,2024-07-07,231.68
CUST0514,2024-04-05,416.48
CUST0482,2024-01-02,270.63
CUST0846,2024-04-02,450.73
CUST0463,2024-02-17,190.39
CUST0690,2024-01-11,406.31
CUST0964,2024-11-27,102.29
CUST0906,2024-05-10,52.78
CUST0401,2024-09-30,151.3
CUST0980,2024-11-21,63.59
CUST0283,2024-11-03,351.57
CUST0509,2024-10-14,438.75
CUST0534,2024-02-13,21.12
CUST0427,2024-01-16,275.3
CUST0136,2024-05-02,179.88
CUST0455,2024-02-04,20.53
CUST0194,2024-11-28,20.8
CUST0822,2024-09-03,419.12
CUST0533,2024-02-04,174.58
CUST0593,2024-07-08,331.32
CUST0806,2024-07-16,248.21
CUST0682,2024-01-09,269.78
CUST0562,2024-05-17,234.42
CUST0581,2024-10-24,450.16
CUST0314,2024-10-04,396.74
CUST0233,2024-04-27,192.23
CUST0296,2024-12-06,82.69
CUST0292,2024-05-11,478.54
CUST0634,2024-10-09,358.79
CUST0293,2024-09-28,486.87
CUST0860,2024-01-03,349.5
CUST0683,2024-10-13,89.01
CUST0120,2024-12-09,496.95
CUST0589,2024-10-27,226.04
CUST0379,2024-09-27,110.53
CUST0725,2024-12-13,336.12
CUST0353,2024-10-16,192.73
CUST0553,2024-10-08,271.49
CUST0125,2024-12-18,208.24
CUST0512,2024-10-17,474.42
CUST0951,2024-07-20,86.47
CUST0994,2024-03-26,488.04
CUST0340,2024-02-03,355.67
CUST0486,2024-08-04,485.11
CUST0773,2024-03-12,336.77
CUST0819,2024-03-16,366.99
CUST0945,2024-05-18,175.96
CUST0116,2024-04-29,451.09
CUST0143,2024-01-18,279.97
CUST0316,2024-12-18,206.8
CUST0862,2024-09-09,228.53
CUST0095,2024-07-16,36.97
CUST0657,2024-09-22,295.88
CUST0228,2024-08-10,105.9
CUST0086,2024-03-30,426.23
CUST0694,2024-01-22,479.24
CUST1000,2024-04-12,203.27
CUST0503,2024-07-21,305.55
CUST0524,2024-12-02,455.14
CUST0370,2024-06-10,82.49
CUST0875,2024-05-26,191.12
CUST0382,2024-12-24,149.48
CUST0360,2024-07-26,488.99
CUST0896,2024-03-18,52.92
CUST0746,2024-05-17,373.35
CUST0426,2024-05-18,151.43
CUST0826,2024-05-27,367.02
CUST0425,2024-10-20,419.4
CUST0613,2024-11-16,80.38
CUST0311,2024-05-01,494.31
CUST0538,2024-07-12,42.4
CUST0984,2024-03-03,380.5
CUST0091,2024-12-27,210.64
CUST0937,2024-08-13,213.11
CUST0570,2024-05-08,358.02
CUST0774,2024-10-21,107.64
CUST0853,2024-06-18,151.84
CUST0503,2024-12-09,413.17
CUST0310,2024-03-06,158.92
CUST0573,2024-05-07,120.01
CUST0811,2024-12-29,85.47
CUST0308,2024-02-07,418.78
CUST0484,2024-10-28,330.37
CUST0915,2024-08-05,214.41
CUST0504,2024-01-13,325.95
CUST0030,2024-10-30,384.71
CUST0505,2024-11-26,303.46
CUST0371,2024-03-08,245.44
CUST0447,2024-08-20,317.72
CUST0488,2024-01-10,410.96
CUST0383,2024-04-12,369.15
CUST0018,2024-08-20,89.8
CUST0060,2024-10-17,166.64
CUST0900,2024-01-11,76.39
CUST0168,2024-12-03,143.61
CUST0430,2024-02-09,456.93
CUST0365,2024-12-06,152.03
CUST0543,2024-02-07,468.8
CUST0527,2024-09-22,385.56
CUST0188,2024-11-12,303.39
CUST0172,2024-03-27,168.08
CUST0324,2024-01-15,401.94
CUST0278,2024-01-15,352.0
CUST0372,2024-11-11,271.87
CUST0361,2024-10-18,16.32
CUST0531,2024-08-08,192.78
CUST0497,2024-06-03,176.75
CUST0933,2024-10-08,60.18
CUST0159,2024-04-17,118.35
CUST0193,2024-03-19,310.58
CUST0852,2024-04-05,424.57
CUST0730,2024-03-23,354.11
CUST0822,2024-11-02,214.5
CUST0939,2024-11-21,67.12
CUST0135,2024-12-22,244.96
CUST0320,2024-01-12,187.66
CUST0837,2024-05-18,445.97
CUST0612,2024-04-07,384.16
CUST0351,2024-10-03,357.85
CUST0030,2024-10-31,118.96
CUST0878,2024-01-10,79.76
CUST0233,2024-07-26,71.42
CUST0134,2024-11-20,218.15
CUST0782,2024-11-03,48.09
CUST0794,2024-04-27,381.09
CUST0044,2024-09-21,62.83
CUST0813,2024-01-28,261.6
CUST0061,2024-05-04,68.27
CUST0260,2024-12-08,42.46
CUST0684,2024-12-25,379.73
CUST0802,2024-10-28,460.85
CUST0211,2024-03-05,451.58
CUST0190,2024-01-22,182.25
CUST0093,2024-10-17,424.47
CUST0965,2024-08-10,474.91
CUST0357,2024-07-03,88.67
CUST0513,2024-02-21,128.49
CUST0584,2024-11-26,58.56
CUST0593,2024-12-23,269.13
CUST0733,2024-09-23,482.49
CUST0176,2024-03-30,12.12
CUST0743,2024-11-10,462.87
CUST0943,2024-04-16,427.14
CUST0487,2024-06-26,352.09
CUST0190,2024-05-19,340.03
CUST0110,2024-09-29,419.02
CUST0389,2024-05-27,114.99
CUST0234,2024-06-05,65.29
CUST0322,2024-10-28,238.29
CUST0533,2024-10-22,252.95
CUST0370,2024-01-05,151.25
CUST0740,2024-12-10,50.3
CUST0506,2024-11-01,198.54
CUST0468,2024-02-27,370.73
CUST0704,2024-05-17,120.68
CUST0418,2024-08-04,492.63
CUST0439,2024-09-25,429.82
CUST0917,2024-05-01,470.15
CUST0377,2024-09-30,16.27
CUST0691,2024-04-23,339.33
CUST0406,2024-05-20,266.1
CUST0693,2024-11-17,68.42
CUST0405,2024-06-08,350.57
CUST0105,2024-10-05,41.71
